00001 | aes128 | Hashcod Variant 00001 - AES-128 Key | Symmetric Keys | 128 | 16 bytes → Base64 | 128 bits | FIPS 197
04804 | hc10000_code_03086 | Hashcod Variant 04804 - HC-MPC-Nimbus-Chronos-03086-256-bit-v9.8 | Hashcod Advanced Codes 8282 | H03086 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
04805 | hc10000_code_03087 | Hashcod Variant 04805 - HC-FHE-Aether-Delta-03087-L3-v1.1 | Hashcod Advanced Codes 8282 | H03087 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
04806 | hc10000_code_03088 | Hashcod Variant 04806 - HC-THRESH-Argon-Monolith-03088-L5-v2.4 | Hashcod Advanced Codes 8282 | H03088 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
04807 | hc10000_code_03089 | Hashcod Variant 04807 - HC-VDF-Meridian-Zenith-03089-128-bit-v3.7 | Hashcod Advanced Codes 8282 | H03089 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
04808 | hc10000_code_03090 | Hashcod Variant 04808 - HC-VRF-Omega-Lattice-03090-256-bit-v4.0 | Hashcod Advanced Codes 8282 | H03090 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
04809 | hc10000_code_03091 | Hashcod Variant 04809 - HC-AEAD-LW-Vortex-Titan-03091-256-bit-v5.3 | Hashcod Advanced Codes 8282 | H03091 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
04810 | hc10000_code_03092 | Hashcod Variant 04810 - HC-XOF-Krypton-Matrix-03092-L3-v6.6 | Hashcod Advanced Codes 8282 | H03092 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
04811 | hc10000_code_03093 | Hashcod Variant 04811 - HC-KDF-Radial-Prism-03093-L5-v7.9 | Hashcod Advanced Codes 8282 | H03093 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
04812 | hc10000_code_03094 | Hashcod Variant 04812 - HC-MAC-Nexus-Cobalt-03094-192-bit-v8.2 | Hashcod Advanced Codes 8282 | H03094 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
04813 | hc10000_code_03095 | Hashcod Variant 04813 - HC-PAKE-Vega-Solstice-03095-L1-v9.5 | Hashcod Advanced Codes 8282 | H03095 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
04814 | hc10000_code_03096 | Hashcod Variant 04814 - HC-ACCUM-Neon-Parallax-03096-256-bit-v1.8 | Hashcod Advanced Codes 8282 | H03096 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
04815 | hc10000_code_03097 | Hashcod Variant 04815 - HC-IBE-Axiom-Vector-03097-L3-v2.1 | Hashcod Advanced Codes 8282 | H03097 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
04816 | hc10000_code_03098 | Hashcod Variant 04816 - HC-ABE-Nova-Spectra-03098-L5-v3.4 | Hashcod Advanced Codes 8282 | H03098 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
04817 | hc10000_code_03099 | Hashcod Variant 04817 - HC-RING-Zephyr-Aurora-03099-128-bit-v4.7 | Hashcod Advanced Codes 8282 | H03099 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
04818 | hc10000_code_03100 | Hashcod Variant 04818 - HC-BLIND-Pulse-Kairo-03100-256-bit-v5.0 | Hashcod Advanced Codes 8282 | H03100 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
04819 | hc10000_code_03101 | Hashcod Variant 04819 - HC-PQC-KEM-Cipher-Quanta-03101-256-bit-v6.3 | Hashcod Advanced Codes 8282 | H03101 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
04820 | hc10000_code_03102 | Hashcod Variant 04820 - HC-PQC-SIG-Atlas-Sigma-03102-L3-v7.6 | Hashcod Advanced Codes 8282 | H03102 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
04821 | hc10000_code_03103 | Hashcod Variant 04821 - HC-HASH-SIG-Obsidian-Eclipse-03103-L5-v8.9 | Hashcod Advanced Codes 8282 | H03103 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
04822 | hc10000_code_03104 | Hashcod Variant 04822 - HC-HPKE-Helix-Falcon-03104-192-bit-v9.2 | Hashcod Advanced Codes 8282 | H03104 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
04823 | hc10000_code_03105 | Hashcod Variant 04823 - HC-ZK-Orion-Vertex-03105-L1-v1.5 | Hashcod Advanced Codes 8282 | H03105 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
04824 | hc10000_code_03106 | Hashcod Variant 04824 - HC-MPC-Nimbus-Chronos-03106-256-bit-v2.8 | Hashcod Advanced Codes 8282 | H03106 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
04825 | hc10000_code_03107 | Hashcod Variant 04825 - HC-FHE-Aether-Delta-03107-L3-v3.1 | Hashcod Advanced Codes 8282 | H03107 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
04826 | hc10000_code_03108 | Hashcod Variant 04826 - HC-THRESH-Argon-Monolith-03108-L5-v4.4 | Hashcod Advanced Codes 8282 | H03108 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
04827 | hc10000_code_03109 | Hashcod Variant 04827 - HC-VDF-Meridian-Zenith-03109-128-bit-v5.7 | Hashcod Advanced Codes 8282 | H03109 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
04828 | hc10000_code_03110 | Hashcod Variant 04828 - HC-VRF-Omega-Lattice-03110-256-bit-v6.0 | Hashcod Advanced Codes 8282 | H03110 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
04829 | hc10000_code_03111 | Hashcod Variant 04829 - HC-AEAD-LW-Vortex-Titan-03111-256-bit-v7.3 | Hashcod Advanced Codes 8282 | H03111 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
04830 | hc10000_code_03112 | Hashcod Variant 04830 - HC-XOF-Krypton-Matrix-03112-L3-v8.6 | Hashcod Advanced Codes 8282 | H03112 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
04831 | hc10000_code_03113 | Hashcod Variant 04831 - HC-KDF-Radial-Prism-03113-L5-v9.9 | Hashcod Advanced Codes 8282 | H03113 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
04832 | hc10000_code_03114 | Hashcod Variant 04832 - HC-MAC-Nexus-Cobalt-03114-192-bit-v1.2 | Hashcod Advanced Codes 8282 | H03114 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
04833 | hc10000_code_03115 | Hashcod Variant 04833 - HC-PAKE-Vega-Solstice-03115-L1-v2.5 | Hashcod Advanced Codes 8282 | H03115 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
04834 | hc10000_code_03116 | Hashcod Variant 04834 - HC-ACCUM-Neon-Parallax-03116-256-bit-v3.8 | Hashcod Advanced Codes 8282 | H03116 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
04835 | hc10000_code_03117 | Hashcod Variant 04835 - HC-IBE-Axiom-Vector-03117-L3-v4.1 | Hashcod Advanced Codes 8282 | H03117 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
04836 | hc10000_code_03118 | Hashcod Variant 04836 - HC-ABE-Nova-Spectra-03118-L5-v5.4 | Hashcod Advanced Codes 8282 | H03118 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
04837 | hc10000_code_03119 | Hashcod Variant 04837 - HC-RING-Zephyr-Aurora-03119-128-bit-v6.7 | Hashcod Advanced Codes 8282 | H03119 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
04838 | hc10000_code_03120 | Hashcod Variant 04838 - HC-BLIND-Pulse-Kairo-03120-256-bit-v7.0 | Hashcod Advanced Codes 8282 | H03120 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
04839 | hc10000_code_03121 | Hashcod Variant 04839 - HC-PQC-KEM-Cipher-Quanta-03121-256-bit-v8.3 | Hashcod Advanced Codes 8282 | H03121 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
04840 | hc10000_code_03122 | Hashcod Variant 04840 - HC-PQC-SIG-Atlas-Sigma-03122-L3-v9.6 | Hashcod Advanced Codes 8282 | H03122 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
04841 | hc10000_code_03123 | Hashcod Variant 04841 - HC-HASH-SIG-Obsidian-Eclipse-03123-L5-v1.9 | Hashcod Advanced Codes 8282 | H03123 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
04842 | hc10000_code_03124 | Hashcod Variant 04842 - HC-HPKE-Helix-Falcon-03124-192-bit-v2.2 | Hashcod Advanced Codes 8282 | H03124 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
04843 | hc10000_code_03125 | Hashcod Variant 04843 - HC-ZK-Orion-Vertex-03125-L1-v3.5 | Hashcod Advanced Codes 8282 | H03125 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
04844 | hc10000_code_03126 | Hashcod Variant 04844 - HC-MPC-Nimbus-Chronos-03126-256-bit-v4.8 | Hashcod Advanced Codes 8282 | H03126 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
04845 | hc10000_code_03127 | Hashcod Variant 04845 - HC-FHE-Aether-Delta-03127-L3-v5.1 | Hashcod Advanced Codes 8282 | H03127 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
04846 | hc10000_code_03128 | Hashcod Variant 04846 - HC-THRESH-Argon-Monolith-03128-L5-v6.4 | Hashcod Advanced Codes 8282 | H03128 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
04847 | hc10000_code_03129 | Hashcod Variant 04847 - HC-VDF-Meridian-Zenith-03129-128-bit-v7.7 | Hashcod Advanced Codes 8282 | H03129 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
04848 | hc10000_code_03130 | Hashcod Variant 04848 - HC-VRF-Omega-Lattice-03130-256-bit-v8.0 | Hashcod Advanced Codes 8282 | H03130 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
04849 | hc10000_code_03131 | Hashcod Variant 04849 - HC-AEAD-LW-Vortex-Titan-03131-256-bit-v9.3 | Hashcod Advanced Codes 8282 | H03131 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
04850 | hc10000_code_03132 | Hashcod Variant 04850 - HC-XOF-Krypton-Matrix-03132-L3-v1.6 | Hashcod Advanced Codes 8282 | H03132 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
04851 | hc10000_code_03133 | Hashcod Variant 04851 - HC-KDF-Radial-Prism-03133-L5-v2.9 | Hashcod Advanced Codes 8282 | H03133 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
04852 | hc10000_code_03134 | Hashcod Variant 04852 - HC-MAC-Nexus-Cobalt-03134-192-bit-v3.2 | Hashcod Advanced Codes 8282 | H03134 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
04853 | hc10000_code_03135 | Hashcod Variant 04853 - HC-PAKE-Vega-Solstice-03135-L1-v4.5 | Hashcod Advanced Codes 8282 | H03135 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
04854 | hc10000_code_03136 | Hashcod Variant 04854 - HC-ACCUM-Neon-Parallax-03136-256-bit-v5.8 | Hashcod Advanced Codes 8282 | H03136 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
04855 | hc10000_code_03137 | Hashcod Variant 04855 - HC-IBE-Axiom-Vector-03137-L3-v6.1 | Hashcod Advanced Codes 8282 | H03137 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
04856 | hc10000_code_03138 | Hashcod Variant 04856 - HC-ABE-Nova-Spectra-03138-L5-v7.4 | Hashcod Advanced Codes 8282 | H03138 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
04857 | hc10000_code_03139 | Hashcod Variant 04857 - HC-RING-Zephyr-Aurora-03139-128-bit-v8.7 | Hashcod Advanced Codes 8282 | H03139 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
04858 | hc10000_code_03140 | Hashcod Variant 04858 - HC-BLIND-Pulse-Kairo-03140-256-bit-v9.0 | Hashcod Advanced Codes 8282 | H03140 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
04859 | hc10000_code_03141 | Hashcod Variant 04859 - HC-PQC-KEM-Cipher-Quanta-03141-256-bit-v1.3 | Hashcod Advanced Codes 8282 | H03141 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
04860 | hc10000_code_03142 | Hashcod Variant 04860 - HC-PQC-SIG-Atlas-Sigma-03142-L3-v2.6 | Hashcod Advanced Codes 8282 | H03142 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
04861 | hc10000_code_03143 | Hashcod Variant 04861 - HC-HASH-SIG-Obsidian-Eclipse-03143-L5-v3.9 | Hashcod Advanced Codes 8282 | H03143 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
04862 | hc10000_code_03144 | Hashcod Variant 04862 - HC-HPKE-Helix-Falcon-03144-192-bit-v4.2 | Hashcod Advanced Codes 8282 | H03144 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
04863 | hc10000_code_03145 | Hashcod Variant 04863 - HC-ZK-Orion-Vertex-03145-L1-v5.5 | Hashcod Advanced Codes 8282 | H03145 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
04864 | hc10000_code_03146 | Hashcod Variant 04864 - HC-MPC-Nimbus-Chronos-03146-256-bit-v6.8 | Hashcod Advanced Codes 8282 | H03146 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
04865 | hc10000_code_03147 | Hashcod Variant 04865 - HC-FHE-Aether-Delta-03147-L3-v7.1 | Hashcod Advanced Codes 8282 | H03147 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
04866 | hc10000_code_03148 | Hashcod Variant 04866 - HC-THRESH-Argon-Monolith-03148-L5-v8.4 | Hashcod Advanced Codes 8282 | H03148 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
04867 | hc10000_code_03149 | Hashcod Variant 04867 - HC-VDF-Meridian-Zenith-03149-128-bit-v9.7 | Hashcod Advanced Codes 8282 | H03149 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
04868 | hc10000_code_03150 | Hashcod Variant 04868 - HC-VRF-Omega-Lattice-03150-256-bit-v1.0 | Hashcod Advanced Codes 8282 | H03150 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
04869 | hc10000_code_03151 | Hashcod Variant 04869 - HC-AEAD-LW-Vortex-Titan-03151-256-bit-v2.3 | Hashcod Advanced Codes 8282 | H03151 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
04870 | hc10000_code_03152 | Hashcod Variant 04870 - HC-XOF-Krypton-Matrix-03152-L3-v3.6 | Hashcod Advanced Codes 8282 | H03152 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
04871 | hc10000_code_03153 | Hashcod Variant 04871 - HC-KDF-Radial-Prism-03153-L5-v4.9 | Hashcod Advanced Codes 8282 | H03153 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
04872 | hc10000_code_03154 | Hashcod Variant 04872 - HC-MAC-Nexus-Cobalt-03154-192-bit-v5.2 | Hashcod Advanced Codes 8282 | H03154 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
04873 | hc10000_code_03155 | Hashcod Variant 04873 - HC-PAKE-Vega-Solstice-03155-L1-v6.5 | Hashcod Advanced Codes 8282 | H03155 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
04874 | hc10000_code_03156 | Hashcod Variant 04874 - HC-ACCUM-Neon-Parallax-03156-256-bit-v7.8 | Hashcod Advanced Codes 8282 | H03156 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
04875 | hc10000_code_03157 | Hashcod Variant 04875 - HC-IBE-Axiom-Vector-03157-L3-v8.1 | Hashcod Advanced Codes 8282 | H03157 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
04876 | hc10000_code_03158 | Hashcod Variant 04876 - HC-ABE-Nova-Spectra-03158-L5-v9.4 | Hashcod Advanced Codes 8282 | H03158 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
04877 | hc10000_code_03159 | Hashcod Variant 04877 - HC-RING-Zephyr-Aurora-03159-128-bit-v1.7 | Hashcod Advanced Codes 8282 | H03159 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
04878 | hc10000_code_03160 | Hashcod Variant 04878 - HC-BLIND-Pulse-Kairo-03160-256-bit-v2.0 | Hashcod Advanced Codes 8282 | H03160 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
04879 | hc10000_code_03161 | Hashcod Variant 04879 - HC-PQC-KEM-Cipher-Quanta-03161-256-bit-v3.3 | Hashcod Advanced Codes 8282 | H03161 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
04880 | hc10000_code_03162 | Hashcod Variant 04880 - HC-PQC-SIG-Atlas-Sigma-03162-L3-v4.6 | Hashcod Advanced Codes 8282 | H03162 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
04881 | hc10000_code_03163 | Hashcod Variant 04881 - HC-HASH-SIG-Obsidian-Eclipse-03163-L5-v5.9 | Hashcod Advanced Codes 8282 | H03163 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
04882 | hc10000_code_03164 | Hashcod Variant 04882 - HC-HPKE-Helix-Falcon-03164-192-bit-v6.2 | Hashcod Advanced Codes 8282 | H03164 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
04883 | hc10000_code_03165 | Hashcod Variant 04883 - HC-ZK-Orion-Vertex-03165-L1-v7.5 | Hashcod Advanced Codes 8282 | H03165 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
04884 | hc10000_code_03166 | Hashcod Variant 04884 - HC-MPC-Nimbus-Chronos-03166-256-bit-v8.8 | Hashcod Advanced Codes 8282 | H03166 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
04885 | hc10000_code_03167 | Hashcod Variant 04885 - HC-FHE-Aether-Delta-03167-L3-v9.1 | Hashcod Advanced Codes 8282 | H03167 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
04886 | hc10000_code_03168 | Hashcod Variant 04886 - HC-THRESH-Argon-Monolith-03168-L5-v1.4 | Hashcod Advanced Codes 8282 | H03168 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
04887 | hc10000_code_03169 | Hashcod Variant 04887 - HC-VDF-Meridian-Zenith-03169-128-bit-v2.7 | Hashcod Advanced Codes 8282 | H03169 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
04888 | hc10000_code_03170 | Hashcod Variant 04888 - HC-VRF-Omega-Lattice-03170-256-bit-v3.0 | Hashcod Advanced Codes 8282 | H03170 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
04889 | hc10000_code_03171 | Hashcod Variant 04889 - HC-AEAD-LW-Vortex-Titan-03171-256-bit-v4.3 | Hashcod Advanced Codes 8282 | H03171 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
04890 | hc10000_code_03172 | Hashcod Variant 04890 - HC-XOF-Krypton-Matrix-03172-L3-v5.6 | Hashcod Advanced Codes 8282 | H03172 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
04891 | hc10000_code_03173 | Hashcod Variant 04891 - HC-KDF-Radial-Prism-03173-L5-v6.9 | Hashcod Advanced Codes 8282 | H03173 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
04892 | hc10000_code_03174 | Hashcod Variant 04892 - HC-MAC-Nexus-Cobalt-03174-192-bit-v7.2 | Hashcod Advanced Codes 8282 | H03174 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
04893 | hc10000_code_03175 | Hashcod Variant 04893 - HC-PAKE-Vega-Solstice-03175-L1-v8.5 | Hashcod Advanced Codes 8282 | H03175 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
04894 | hc10000_code_03176 | Hashcod Variant 04894 - HC-ACCUM-Neon-Parallax-03176-256-bit-v9.8 | Hashcod Advanced Codes 8282 | H03176 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
04895 | hc10000_code_03177 | Hashcod Variant 04895 - HC-IBE-Axiom-Vector-03177-L3-v1.1 | Hashcod Advanced Codes 8282 | H03177 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
04896 | hc10000_code_03178 | Hashcod Variant 04896 - HC-ABE-Nova-Spectra-03178-L5-v2.4 | Hashcod Advanced Codes 8282 | H03178 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
04897 | hc10000_code_03179 | Hashcod Variant 04897 - HC-RING-Zephyr-Aurora-03179-128-bit-v3.7 | Hashcod Advanced Codes 8282 | H03179 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
04898 | hc10000_code_03180 | Hashcod Variant 04898 - HC-BLIND-Pulse-Kairo-03180-256-bit-v4.0 | Hashcod Advanced Codes 8282 | H03180 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
04899 | hc10000_code_03181 | Hashcod Variant 04899 - HC-PQC-KEM-Cipher-Quanta-03181-256-bit-v5.3 | Hashcod Advanced Codes 8282 | H03181 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
04900 | hc10000_code_03182 | Hashcod Variant 04900 - HC-PQC-SIG-Atlas-Sigma-03182-L3-v6.6 | Hashcod Advanced Codes 8282 | H03182 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
04901 | hc10000_code_03183 | Hashcod Variant 04901 - HC-HASH-SIG-Obsidian-Eclipse-03183-L5-v7.9 | Hashcod Advanced Codes 8282 | H03183 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
