index,id,category_id,category,name,badge,engine,entropy,standard,about
"5860","hc10000_code_04142","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05860 - HC-PQC-SIG-Atlas-Sigma-04142-L3-v3.6","H04142","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-04142-L3-v3.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5861","hc10000_code_04143","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05861 - HC-HASH-SIG-Obsidian-Eclipse-04143-L5-v4.9","H04143","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-04143-L5-v4.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5862","hc10000_code_04144","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05862 - HC-HPKE-Helix-Falcon-04144-192-bit-v5.2","H04144","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-04144-192-bit-v5.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5863","hc10000_code_04145","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05863 - HC-ZK-Orion-Vertex-04145-L1-v6.5","H04145","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-04145-L1-v6.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5864","hc10000_code_04146","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05864 - HC-MPC-Nimbus-Chronos-04146-256-bit-v7.8","H04146","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-04146-256-bit-v7.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5865","hc10000_code_04147","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05865 - HC-FHE-Aether-Delta-04147-L3-v8.1","H04147","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-04147-L3-v8.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5866","hc10000_code_04148","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05866 - HC-THRESH-Argon-Monolith-04148-L5-v9.4","H04148","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-04148-L5-v9.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5867","hc10000_code_04149","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05867 - HC-VDF-Meridian-Zenith-04149-128-bit-v1.7","H04149","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-04149-128-bit-v1.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5868","hc10000_code_04150","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05868 - HC-VRF-Omega-Lattice-04150-256-bit-v2.0","H04150","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-04150-256-bit-v2.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5869","hc10000_code_04151","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05869 - HC-AEAD-LW-Vortex-Titan-04151-256-bit-v3.3","H04151","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-04151-256-bit-v3.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5870","hc10000_code_04152","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05870 - HC-XOF-Krypton-Matrix-04152-L3-v4.6","H04152","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-04152-L3-v4.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5871","hc10000_code_04153","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05871 - HC-KDF-Radial-Prism-04153-L5-v5.9","H04153","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-04153-L5-v5.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5872","hc10000_code_04154","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05872 - HC-MAC-Nexus-Cobalt-04154-192-bit-v6.2","H04154","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-04154-192-bit-v6.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5873","hc10000_code_04155","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05873 - HC-PAKE-Vega-Solstice-04155-L1-v7.5","H04155","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-04155-L1-v7.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5874","hc10000_code_04156","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05874 - HC-ACCUM-Neon-Parallax-04156-256-bit-v8.8","H04156","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-04156-256-bit-v8.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5875","hc10000_code_04157","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05875 - HC-IBE-Axiom-Vector-04157-L3-v9.1","H04157","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-04157-L3-v9.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5876","hc10000_code_04158","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05876 - HC-ABE-Nova-Spectra-04158-L5-v1.4","H04158","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-04158-L5-v1.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5877","hc10000_code_04159","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05877 - HC-RING-Zephyr-Aurora-04159-128-bit-v2.7","H04159","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-04159-128-bit-v2.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5878","hc10000_code_04160","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05878 - HC-BLIND-Pulse-Kairo-04160-256-bit-v3.0","H04160","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-04160-256-bit-v3.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5879","hc10000_code_04161","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05879 - HC-PQC-KEM-Cipher-Quanta-04161-256-bit-v4.3","H04161","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-04161-256-bit-v4.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5880","hc10000_code_04162","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05880 - HC-PQC-SIG-Atlas-Sigma-04162-L3-v5.6","H04162","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-04162-L3-v5.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5881","hc10000_code_04163","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05881 - HC-HASH-SIG-Obsidian-Eclipse-04163-L5-v6.9","H04163","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-04163-L5-v6.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5882","hc10000_code_04164","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05882 - HC-HPKE-Helix-Falcon-04164-192-bit-v7.2","H04164","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-04164-192-bit-v7.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5883","hc10000_code_04165","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05883 - HC-ZK-Orion-Vertex-04165-L1-v8.5","H04165","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-04165-L1-v8.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5884","hc10000_code_04166","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05884 - HC-MPC-Nimbus-Chronos-04166-256-bit-v9.8","H04166","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-04166-256-bit-v9.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5885","hc10000_code_04167","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05885 - HC-FHE-Aether-Delta-04167-L3-v1.1","H04167","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-04167-L3-v1.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5886","hc10000_code_04168","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05886 - HC-THRESH-Argon-Monolith-04168-L5-v2.4","H04168","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-04168-L5-v2.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5887","hc10000_code_04169","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05887 - HC-VDF-Meridian-Zenith-04169-128-bit-v3.7","H04169","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-04169-128-bit-v3.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5888","hc10000_code_04170","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05888 - HC-VRF-Omega-Lattice-04170-256-bit-v4.0","H04170","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-04170-256-bit-v4.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5889","hc10000_code_04171","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05889 - HC-AEAD-LW-Vortex-Titan-04171-256-bit-v5.3","H04171","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-04171-256-bit-v5.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5890","hc10000_code_04172","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05890 - HC-XOF-Krypton-Matrix-04172-L3-v6.6","H04172","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-04172-L3-v6.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5891","hc10000_code_04173","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05891 - HC-KDF-Radial-Prism-04173-L5-v7.9","H04173","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-04173-L5-v7.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
